Gesture Number,Duration (s),Timestamp,Severity Level
3,0.033814,08-11-2025 12:16,0
4,0.033583,08-11-2025 12:16,0
5,0.044649,08-11-2025 12:16,0
6,0.034092,08-11-2025 12:16,0
7,0.033156,08-11-2025 12:16,0
8,0.071201,08-11-2025 12:16,0
9,0.045258,08-11-2025 12:16,0
10,0.139066,08-11-2025 12:16,0
11,0.034534,08-11-2025 12:16,0
12,0.101669,08-11-2025 12:16,0
13,0.03854,08-11-2025 12:16,0
14,0.035124,08-11-2025 12:16,0
1,0.045988,08-11-2025 12:16,1
2,0.087682,08-11-2025 12:16,1
3,0.101201,08-11-2025 12:16,1
4,0.104178,08-11-2025 12:16,1
5,0.130831,08-11-2025 12:16,1
6,0.151998,08-11-2025 12:16,1
7,0.13772,08-11-2025 12:16,1
8,0.138924,08-11-2025 12:16,1
9,0.168691,08-11-2025 12:16,1
10,0.138319,08-11-2025 12:16,1
11,0.150179,08-11-2025 12:16,1
12,0.170888,08-11-2025 12:16,1
13,0.138536,08-11-2025 12:16,1
14,0.173112,08-11-2025 12:16,1
15,0.173436,08-11-2025 12:16,1
16,0.355175,08-11-2025 12:16,1
1,0.240717,08-11-2025 12:17,2
2,0.180085,08-11-2025 12:17,2
3,0.184221,08-11-2025 12:17,2
4,0.214373,08-11-2025 12:17,2
5,0.129972,08-11-2025 12:17,2
6,0.186342,08-11-2025 12:17,2
7,0.11854,08-11-2025 12:17,2
8,0.158477,08-11-2025 12:17,2
9,0.115716,08-11-2025 12:17,2
10,0.1117,08-11-2025 12:17,2
11,0.149062,08-11-2025 12:17,2
12,0.148985,08-11-2025 12:17,2
13,0.114064,08-11-2025 12:17,2
14,0.042429,08-11-2025 12:17,2
15,0.132604,08-11-2025 12:17,2
16,0.066729,08-11-2025 12:17,2
17,0.034652,08-11-2025 12:17,2
1,0.212017,08-11-2025 12:17,0
2,0.215829,08-11-2025 12:17,0
3,0.203518,08-11-2025 12:17,0
4,0.173391,08-11-2025 12:17,0
5,0.168936,08-11-2025 12:17,0
6,0.208962,08-11-2025 12:17,0
7,0.18279,08-11-2025 12:17,0
8,0.206817,08-11-2025 12:17,0
9,0.169116,08-11-2025 12:17,0
10,0.175618,08-11-2025 12:17,0
11,0.212933,08-11-2025 12:17,0
12,0.209286,08-11-2025 12:17,0
13,0.209997,08-11-2025 12:17,0
14,0.209537,08-11-2025 12:17,0
15,0.208796,08-11-2025 12:17,0
1,0.20405,08-11-2025 12:18,2
2,0.21683,08-11-2025 12:18,2
3,0.20456,08-11-2025 12:18,2
4,0.170568,08-11-2025 12:18,2
5,0.20287,08-11-2025 12:18,2
6,0.202366,08-11-2025 12:18,2
7,0.129157,08-11-2025 12:18,2
8,0.168759,08-11-2025 12:18,2
9,0.16697,08-11-2025 12:18,2
10,0.134239,08-11-2025 12:18,2
11,0.133683,08-11-2025 12:18,2
12,0.134997,08-11-2025 12:18,2
13,0.134209,08-11-2025 12:18,2
14,0.101478,08-11-2025 12:18,2
15,0.137052,08-11-2025 12:18,2
16,0.100861,08-11-2025 12:18,2
17,0.137238,08-11-2025 12:18,2
18,0.108667,08-11-2025 12:18,2
1,0.263921,08-11-2025 12:20,1
2,0.263353,08-11-2025 12:20,1
3,0.229015,08-11-2025 12:20,1
4,0.224897,08-11-2025 12:20,1
5,0.228909,08-11-2025 12:20,1
6,0.264838,08-11-2025 12:20,1
7,0.228324,08-11-2025 12:20,1
8,0.225477,08-11-2025 12:20,1
9,0.228832,08-11-2025 12:20,1
10,0.228555,08-11-2025 12:20,1
11,0.227536,08-11-2025 12:20,1
12,0.224504,08-11-2025 12:20,1
13,0.229251,08-11-2025 12:20,1
14,0.191908,08-11-2025 12:20,1
1,0.098675,08-11-2025 12:19,1
2,0.065681,08-11-2025 12:19,1
3,0.098516,08-11-2025 12:19,1
4,0.181634,08-11-2025 12:19,1
5,0.113392,08-11-2025 12:19,1
6,0.100897,08-11-2025 12:19,1
7,0.065962,08-11-2025 12:19,1
8,0.06694,08-11-2025 12:19,1
9,0.065443,08-11-2025 12:19,1
10,0.132572,08-11-2025 12:19,1
11,0.132365,08-11-2025 12:19,1
12,0.100142,08-11-2025 12:19,1
13,0.034424,08-11-2025 12:19,1
14,0.09944,08-11-2025 12:19,1
15,0.03284,08-11-2025 12:19,1
16,0.134521,08-11-2025 12:19,1
17,0.065184,08-11-2025 12:19,1
1,0.12955,08-11-2025 12:19,1
2,0.100314,08-11-2025 12:19,1
3,0.13312,08-11-2025 12:19,1
4,0.099633,08-11-2025 12:19,1
5,0.134578,08-11-2025 12:19,1
6,0.098866,08-11-2025 12:19,1
7,0.099773,08-11-2025 12:19,1
8,0.098989,08-11-2025 12:19,1
9,0.131912,08-11-2025 12:19,1
10,0.131346,08-11-2025 12:19,1
11,0.09958,08-11-2025 12:19,1
12,0.13482,08-11-2025 12:19,1
13,0.066035,08-11-2025 12:19,1
14,0.100257,08-11-2025 12:19,1
15,0.100898,08-11-2025 12:19,1
16,0.403581,08-11-2025 12:19,1
1,0.196446,08-11-2025 12:18,4
2,0.097392,08-11-2025 12:18,4
3,0.130311,08-11-2025 12:18,4
4,0.097225,08-11-2025 12:18,4
5,0.130094,08-11-2025 12:18,4
6,0.164937,08-11-2025 12:18,4
7,0.228544,08-11-2025 12:18,4
8,0.197073,08-11-2025 12:18,4
9,0.196748,08-11-2025 12:18,4
10,0.131456,08-11-2025 12:18,4
11,0.065274,08-11-2025 12:18,4
12,0.127878,08-11-2025 12:18,4
13,0.199215,08-11-2025 12:18,4
14,0.101123,08-11-2025 12:18,4
15,0.197747,08-11-2025 12:18,4
1,0.195575,08-11-2025 12:20,0
2,0.193655,08-11-2025 12:20,0
3,0.193959,08-11-2025 12:20,0
4,0.224575,08-11-2025 12:20,0
5,0.193117,08-11-2025 12:20,0
6,0.227199,08-11-2025 12:20,0
7,0.195436,08-11-2025 12:20,0
8,0.228534,08-11-2025 12:20,0
9,0.23497,08-11-2025 12:20,0
10,0.227942,08-11-2025 12:20,0
11,0.240485,08-11-2025 12:20,0
12,0.232733,08-11-2025 12:20,0
13,0.231426,08-11-2025 12:20,0
14,0.22816,08-11-2025 12:20,0
15,0.226215,08-11-2025 12:20,0
1,0.236131,08-11-2025 12:21,1
2,0.168979,08-11-2025 12:21,1
3,0.30894,08-11-2025 12:21,1
4,0.257774,08-11-2025 12:21,1
5,0.297523,08-11-2025 12:21,1
6,0.24575,08-11-2025 12:21,1
7,0.246049,08-11-2025 12:21,1
8,0.161652,08-11-2025 12:21,1
9,0.174928,08-11-2025 12:21,1
10,0.186745,08-11-2025 12:21,1
11,0.158781,08-11-2025 12:21,1
12,0.166145,08-11-2025 12:21,1
13,0.171449,08-11-2025 12:21,1
14,0.1965,08-11-2025 12:21,1
1,0.463737,08-11-2025 12:21,1
2,0.282817,08-11-2025 12:21,1
3,0.236254,08-11-2025 12:21,1
4,0.285449,08-11-2025 12:21,1
5,0.278484,08-11-2025 12:21,1
6,0.17758,08-11-2025 12:21,1
7,0.193749,08-11-2025 12:21,1
8,0.151888,08-11-2025 12:21,1
9,0.206901,08-11-2025 12:21,1
10,0.162495,08-11-2025 12:21,1
11,0.200649,08-11-2025 12:21,1
12,0.174367,08-11-2025 12:21,1
13,0.212269,08-11-2025 12:21,1
14,0.185884,08-11-2025 12:21,1
15,0.148395,08-11-2025 12:21,1
16,0.195166,08-11-2025 12:21,1
17,0.216359,08-11-2025 12:22,1
1,0.338449,08-11-2025 12:22,1
2,0.328907,08-11-2025 12:22,1
3,0.268711,08-11-2025 12:22,1
4,0.205771,08-11-2025 12:22,1
5,0.187871,08-11-2025 12:22,1
6,0.178482,08-11-2025 12:22,1
7,0.217574,08-11-2025 12:22,1
8,0.214459,08-11-2025 12:22,1
9,0.216919,08-11-2025 12:22,1
10,0.224815,08-11-2025 12:22,1
11,0.256359,08-11-2025 12:22,1
12,0.216028,08-11-2025 12:22,1
13,0.215041,08-11-2025 12:22,1
14,0.254505,08-11-2025 12:22,1
15,0.234608,08-11-2025 12:22,1
1,0.463737,08-11-2025 12:21,1
2,0.282817,08-11-2025 12:21,1
3,0.236254,08-11-2025 12:21,1
4,0.285449,08-11-2025 12:21,1
5,0.278484,08-11-2025 12:21,1
6,0.17758,08-11-2025 12:21,1
7,0.193749,08-11-2025 12:21,1
8,0.151888,08-11-2025 12:21,1
9,0.206901,08-11-2025 12:21,1
10,0.162495,08-11-2025 12:21,1
11,0.200649,08-11-2025 12:21,1
12,0.174367,08-11-2025 12:21,1
13,0.212269,08-11-2025 12:21,1
14,0.185884,08-11-2025 12:21,1
15,0.148395,08-11-2025 12:21,1
16,0.195166,08-11-2025 12:21,1
17,0.216359,08-11-2025 12:22,1
1,0.236131,08-11-2025 12:21,1
2,0.168979,08-11-2025 12:21,1
3,0.30894,08-11-2025 12:21,1
4,0.257774,08-11-2025 12:21,1
5,0.297523,08-11-2025 12:21,1
6,0.24575,08-11-2025 12:21,1
7,0.246049,08-11-2025 12:21,1
8,0.161652,08-11-2025 12:21,1
9,0.174928,08-11-2025 12:21,1
10,0.186745,08-11-2025 12:21,1
11,0.158781,08-11-2025 12:21,1
12,0.166145,08-11-2025 12:21,1
13,0.171449,08-11-2025 12:21,1
14,0.1965,08-11-2025 12:21,1
1,0.195575,08-11-2025 12:20,0
2,0.193655,08-11-2025 12:20,0
3,0.193959,08-11-2025 12:20,0
4,0.224575,08-11-2025 12:20,0
5,0.193117,08-11-2025 12:20,0
6,0.227199,08-11-2025 12:20,0
7,0.195436,08-11-2025 12:20,0
8,0.228534,08-11-2025 12:20,0
9,0.23497,08-11-2025 12:20,0
10,0.227942,08-11-2025 12:20,0
11,0.240485,08-11-2025 12:20,0
12,0.232733,08-11-2025 12:20,0
13,0.231426,08-11-2025 12:20,0
14,0.22816,08-11-2025 12:20,0
15,0.226215,08-11-2025 12:20,0
1,0.242035,08-11-2025 12:22,2
2,0.188242,08-11-2025 12:22,2
3,0.119006,08-11-2025 12:22,2
4,0.209642,08-11-2025 12:22,2
5,0.153294,08-11-2025 12:22,2
6,0.20423,08-11-2025 12:22,2
7,0.130822,08-11-2025 12:22,2
8,0.23133,08-11-2025 12:22,2
9,0.243911,08-11-2025 12:22,2
10,0.195508,08-11-2025 12:22,2
11,0.154867,08-11-2025 12:22,2
12,0.189495,08-11-2025 12:22,2
13,0.17487,08-11-2025 12:22,2
14,0.209973,08-11-2025 12:22,2
15,0.131459,08-11-2025 12:22,2
1,0.234642,08-11-2025 12:23,0
2,0.199319,08-11-2025 12:23,0
3,0.201818,08-11-2025 12:23,0
4,0.177696,08-11-2025 12:23,0
5,0.180336,08-11-2025 12:23,0
6,0.121408,08-11-2025 12:23,0
7,0.11124,08-11-2025 12:23,0
8,0.115776,08-11-2025 12:23,0
9,0.120516,08-11-2025 12:23,0
10,0.164842,08-11-2025 12:23,0
11,0.160703,08-11-2025 12:23,0
12,0.179151,08-11-2025 12:23,0
13,0.157178,08-11-2025 12:23,0
14,0.148255,08-11-2025 12:23,0
15,0.845982,08-11-2025 12:23,0
1,0.244407,08-11-2025 12:24,1
2,0.223656,08-11-2025 12:24,1
3,0.181775,08-11-2025 12:24,1
4,0.166246,08-11-2025 12:24,1
5,0.207706,08-11-2025 12:24,1
6,0.200022,08-11-2025 12:24,1
7,0.207327,08-11-2025 12:24,1
8,0.208045,08-11-2025 12:24,1
9,0.225595,08-11-2025 12:24,1
10,0.208286,08-11-2025 12:24,1
11,0.166349,08-11-2025 12:24,1
12,0.141675,08-11-2025 12:24,1
13,0.173714,08-11-2025 12:24,1
14,0.186838,08-11-2025 12:24,1
15,0.241274,08-11-2025 12:24,1
1,0.160378,08-11-2025 12:24,2
2,0.171631,08-11-2025 12:24,2
3,0.187377,08-11-2025 12:24,2
4,0.222302,08-11-2025 12:24,2
5,0.231657,08-11-2025 12:24,2
6,0.231348,08-11-2025 12:24,2
7,0.234117,08-11-2025 12:24,2
8,0.261108,08-11-2025 12:24,2
9,0.205683,08-11-2025 12:24,2
10,0.220362,08-11-2025 12:24,2
11,0.179238,08-11-2025 12:24,2
12,0.164728,08-11-2025 12:24,2
13,0.202191,08-11-2025 12:24,2
14,0.304827,08-11-2025 12:25,2
15,0.15556,08-11-2025 12:25,2
1,0.244407,08-11-2025 12:24,1
2,0.223656,08-11-2025 12:24,1
3,0.181775,08-11-2025 12:24,1
4,0.166246,08-11-2025 12:24,1
5,0.207706,08-11-2025 12:24,1
6,0.200022,08-11-2025 12:24,1
7,0.207327,08-11-2025 12:24,1
8,0.208045,08-11-2025 12:24,1
9,0.225595,08-11-2025 12:24,1
10,0.208286,08-11-2025 12:24,1
11,0.166349,08-11-2025 12:24,1
12,0.141675,08-11-2025 12:24,1
13,0.173714,08-11-2025 12:24,1
14,0.186838,08-11-2025 12:24,1
15,0.241274,08-11-2025 12:24,1
1,0.234642,08-11-2025 12:23,0
2,0.199319,08-11-2025 12:23,0
3,0.201818,08-11-2025 12:23,0
4,0.177696,08-11-2025 12:23,0
5,0.180336,08-11-2025 12:23,0
6,0.121408,08-11-2025 12:23,0
7,0.11124,08-11-2025 12:23,0
8,0.115776,08-11-2025 12:23,0
9,0.120516,08-11-2025 12:23,0
10,0.164842,08-11-2025 12:23,0
11,0.160703,08-11-2025 12:23,0
12,0.179151,08-11-2025 12:23,0
13,0.157178,08-11-2025 12:23,0
14,0.148255,08-11-2025 12:23,0
15,0.845982,08-11-2025 12:23,0
1,0.242035,08-11-2025 12:22,2
2,0.188242,08-11-2025 12:22,2
3,0.119006,08-11-2025 12:22,2
4,0.209642,08-11-2025 12:22,2
5,0.153294,08-11-2025 12:22,2
6,0.20423,08-11-2025 12:22,2
7,0.130822,08-11-2025 12:22,2
8,0.23133,08-11-2025 12:22,2
9,0.243911,08-11-2025 12:22,2
10,0.195508,08-11-2025 12:22,2
11,0.154867,08-11-2025 12:22,2
12,0.189495,08-11-2025 12:22,2
13,0.17487,08-11-2025 12:22,2
14,0.209973,08-11-2025 12:22,2
15,0.131459,08-11-2025 12:22,2
1,0.262573,08-11-2025 12:25,2
2,0.219646,08-11-2025 12:25,2
3,0.158028,08-11-2025 12:25,2
4,0.152691,08-11-2025 12:25,2
5,0.226738,08-11-2025 12:25,2
6,0.208293,08-11-2025 12:25,2
7,0.086159,08-11-2025 12:25,2
8,0.249199,08-11-2025 12:25,2
9,0.192529,08-11-2025 12:25,2
10,0.18581,08-11-2025 12:25,2
11,0.205723,08-11-2025 12:25,2
12,0.165698,08-11-2025 12:25,2
13,0.226563,08-11-2025 12:25,2
14,0.175768,08-11-2025 12:25,2
15,0.135983,08-11-2025 12:25,2
16,0.042279,08-11-2025 12:25,2
1,0.307221,08-11-2025 12:25,1
2,0.24533,08-11-2025 12:25,1
3,0.189577,08-11-2025 12:25,1
4,0.272485,08-11-2025 12:25,1
5,0.211167,08-11-2025 12:25,1
6,0.024516,08-11-2025 12:25,1
7,0.22109,08-11-2025 12:25,1
8,0.242272,08-11-2025 12:25,1
9,0.355336,08-11-2025 12:25,1
10,0.277957,08-11-2025 12:25,1
11,0.046161,08-11-2025 12:25,1
12,0.320279,08-11-2025 12:25,1
13,0.257386,08-11-2025 12:25,1
14,0.299072,08-11-2025 12:25,1
15,0.166581,08-11-2025 12:25,1
16,0.078806,08-11-2025 12:25,1
17,0.119877,08-11-2025 12:25,1
18,0.050839,08-11-2025 12:25,1
19,0.080603,08-11-2025 12:25,1
1,0.235888,08-11-2025 12:26,1
2,0.283736,08-11-2025 12:26,1
3,0.234127,08-11-2025 12:26,1
4,0.309752,08-11-2025 12:26,1
5,0.275485,08-11-2025 12:26,1
6,0.32843,08-11-2025 12:26,1
7,0.243204,08-11-2025 12:26,1
8,0.289063,08-11-2025 12:26,1
9,0.34171,08-11-2025 12:26,1
10,0.33648,08-11-2025 12:26,1
11,0.266535,08-11-2025 12:26,1
12,0.213341,08-11-2025 12:26,1
13,0.236339,08-11-2025 12:26,1
14,0.257226,08-11-2025 12:26,1
1,0.564832,08-11-2025 12:26,1
2,0.092836,08-11-2025 12:26,1
3,0.08715,08-11-2025 12:26,1
4,0.08547,08-11-2025 12:26,1
5,0.12773,08-11-2025 12:26,1
6,0.046007,08-11-2025 12:26,1
7,0.089148,08-11-2025 12:26,1
8,0.137065,08-11-2025 12:26,1
9,0.105589,08-11-2025 12:26,1
10,0.087884,08-11-2025 12:26,1
11,0.120645,08-11-2025 12:26,1
12,0.039836,08-11-2025 12:26,1
13,0.11765,08-11-2025 12:26,1
14,0.254348,08-11-2025 12:26,1
1,0.603732,08-11-2025 12:29,1
2,0.461497,08-11-2025 12:29,1
3,0.442577,08-11-2025 12:29,1
4,0.274299,08-11-2025 12:29,1
5,0.252857,08-11-2025 12:29,1
6,0.272054,08-11-2025 12:29,1
7,0.28459,08-11-2025 12:29,1
8,0.190078,08-11-2025 12:29,1
9,0.216037,08-11-2025 12:29,1
10,0.162254,08-11-2025 12:29,1
11,0.24513,08-11-2025 12:29,1
12,0.119193,08-11-2025 12:29,1
13,0.256007,08-11-2025 12:29,1
14,0.319166,08-11-2025 12:29,1
1,0.163338,08-11-2025 12:28,2
2,0.214015,08-11-2025 12:28,2
3,0.207331,08-11-2025 12:28,2
4,0.20955,08-11-2025 12:28,2
5,0.269107,08-11-2025 12:28,2
6,0.178666,08-11-2025 12:28,2
7,0.225876,08-11-2025 12:28,2
8,0.227874,08-11-2025 12:28,2
9,0.219598,08-11-2025 12:28,2
10,0.148743,08-11-2025 12:28,2
11,0.157495,08-11-2025 12:28,2
12,0.195498,08-11-2025 12:28,2
13,0.198843,08-11-2025 12:28,2
14,0.15114,08-11-2025 12:28,2
15,0.126962,08-11-2025 12:28,2
16,0.188653,08-11-2025 12:28,2
1,0.603732,08-11-2025 12:29,1
2,0.461497,08-11-2025 12:29,1
3,0.442577,08-11-2025 12:29,1
4,0.274299,08-11-2025 12:29,1
5,0.252857,08-11-2025 12:29,1
6,0.272054,08-11-2025 12:29,1
7,0.28459,08-11-2025 12:29,1
8,0.190078,08-11-2025 12:29,1
9,0.216037,08-11-2025 12:29,1
10,0.162254,08-11-2025 12:29,1
11,0.24513,08-11-2025 12:29,1
12,0.119193,08-11-2025 12:29,1
13,0.256007,08-11-2025 12:29,1
14,0.319166,08-11-2025 12:29,1
1,0.163338,08-11-2025 12:28,2
2,0.214015,08-11-2025 12:28,2
3,0.207331,08-11-2025 12:28,2
4,0.20955,08-11-2025 12:28,2
5,0.269107,08-11-2025 12:28,2
6,0.178666,08-11-2025 12:28,2
7,0.225876,08-11-2025 12:28,2
8,0.227874,08-11-2025 12:28,2
9,0.219598,08-11-2025 12:28,2
10,0.148743,08-11-2025 12:28,2
11,0.157495,08-11-2025 12:28,2
12,0.195498,08-11-2025 12:28,2
13,0.198843,08-11-2025 12:28,2
14,0.15114,08-11-2025 12:28,2
15,0.126962,08-11-2025 12:28,2
16,0.188653,08-11-2025 12:28,2
1,0.039817,08-11-2025 12:28,1
2,0.128276,08-11-2025 12:28,1
3,0.233382,08-11-2025 12:28,1
4,0.107125,08-11-2025 12:28,1
5,0.144475,08-11-2025 12:28,1
6,0.093416,08-11-2025 12:28,1
7,0.238165,08-11-2025 12:28,1
8,0.158075,08-11-2025 12:28,1
9,0.182975,08-11-2025 12:28,1
10,0.140929,08-11-2025 12:28,1
11,0.142135,08-11-2025 12:28,1
12,0.124284,08-11-2025 12:28,1
13,0.147189,08-11-2025 12:28,1
14,0.147343,08-11-2025 12:28,1
15,0.122436,08-11-2025 12:28,1
16,0.114911,08-11-2025 12:28,1
17,0.078663,08-11-2025 12:28,1
18,0.115372,08-11-2025 12:28,1
19,0.129091,08-11-2025 12:28,1
20,0.119233,08-11-2025 12:28,1
21,0.119101,08-11-2025 12:28,1
22,0.401558,08-11-2025 12:28,1
1,1.137914,08-11-2025 12:27,2
2,0.156478,08-11-2025 12:27,2
3,0.143296,08-11-2025 12:27,2
4,0.133908,08-11-2025 12:27,2
5,0.124226,08-11-2025 12:27,2
6,0.130854,08-11-2025 12:27,2
7,0.391117,08-11-2025 12:27,2
8,0.287242,08-11-2025 12:27,2
9,0.169836,08-11-2025 12:27,2
10,0.155058,08-11-2025 12:27,2
11,0.118113,08-11-2025 12:27,2
12,0.118603,08-11-2025 12:27,2
13,0.116098,08-11-2025 12:27,2
14,0.120578,08-11-2025 12:27,2
15,0.501471,08-11-2025 12:27,2
1,0.139086,08-11-2025 12:30,1
2,0.147083,08-11-2025 12:30,1
3,0.141812,08-11-2025 12:30,1
4,0.194489,08-11-2025 12:30,1
5,0.185279,08-11-2025 12:30,1
6,0.137229,08-11-2025 12:30,1
7,0.121818,08-11-2025 12:30,1
8,0.147474,08-11-2025 12:30,1
9,0.108353,08-11-2025 12:30,1
10,0.116673,08-11-2025 12:30,1
11,0.170272,08-11-2025 12:30,1
12,0.156512,08-11-2025 12:30,1
13,0.154047,08-11-2025 12:30,1
14,0.153733,08-11-2025 12:30,1
15,0.408692,08-11-2025 12:30,1
1,0.317551,08-11-2025 12:30,0
2,0.292662,08-11-2025 12:30,0
3,0.260164,08-11-2025 12:30,0
4,0.266606,08-11-2025 12:30,0
5,0.304858,08-11-2025 12:30,0
6,0.294244,08-11-2025 12:30,0
7,0.320154,08-11-2025 12:30,0
8,0.321579,08-11-2025 12:30,0
9,0.278506,08-11-2025 12:30,0
10,0.263666,08-11-2025 12:30,0
11,0.22611,08-11-2025 12:30,0
12,0.256582,08-11-2025 12:30,0
13,0.207642,08-11-2025 12:30,0
14,0.225616,08-11-2025 12:30,0
1,0.043756,08-11-2025 12:41,1
2,0.132389,08-11-2025 12:41,1
3,0.033325,08-11-2025 12:41,1
4,0.127878,08-11-2025 12:41,1
5,0.164783,08-11-2025 12:41,1
6,0.13266,08-11-2025 12:41,1
7,0.132201,08-11-2025 12:41,1
8,0.033196,08-11-2025 12:41,1
9,0.167339,08-11-2025 12:41,1
10,0.033892,08-11-2025 12:41,1
11,0.13877,08-11-2025 12:41,1
12,0.166714,08-11-2025 12:41,1
1,0.880472,08-11-2025 12:42,1
2,0.071365,08-11-2025 12:42,1
3,0.067938,08-11-2025 12:42,1
4,0.134714,08-11-2025 12:42,1
5,0.034245,08-11-2025 12:42,1
6,0.033283,08-11-2025 12:42,1
7,0.034024,08-11-2025 12:42,1
8,0.06796,08-11-2025 12:42,1
9,0.033553,08-11-2025 12:42,1
10,0.033285,08-11-2025 12:42,1
11,0.051322,08-11-2025 12:42,1
12,0.033085,08-11-2025 12:42,1
13,0.034117,08-11-2025 12:42,1
14,0.089661,08-11-2025 12:42,1
15,0.034524,08-11-2025 12:42,1
16,0.03651,08-11-2025 12:42,1
17,0.033997,08-11-2025 12:42,1
18,0.133718,08-11-2025 12:42,1
19,0.099754,08-11-2025 12:42,1
1,0.145396,08-11-2025 12:43,2
2,0.142698,08-11-2025 12:43,2
3,0.148056,08-11-2025 12:43,2
4,0.151331,08-11-2025 12:43,2
5,0.154939,08-11-2025 12:43,2
6,0.129393,08-11-2025 12:43,2
7,0.156775,08-11-2025 12:43,2
8,0.160166,08-11-2025 12:43,2
9,0.118571,08-11-2025 12:43,2
10,0.156,08-11-2025 12:43,2
11,0.120659,08-11-2025 12:43,2
12,0.077497,08-11-2025 12:43,2
13,0.118183,08-11-2025 12:43,2
14,0.076761,08-11-2025 12:43,2
15,0.151848,08-11-2025 12:43,2
1,0.1661,08-11-2025 12:44,1
2,0.13938,08-11-2025 12:44,1
3,0.13487,08-11-2025 12:44,1
4,0.210572,08-11-2025 12:44,1
5,0.236031,08-11-2025 12:44,1
6,0.20066,08-11-2025 12:44,1
7,0.167101,08-11-2025 12:44,1
8,0.214839,08-11-2025 12:44,1
9,0.211132,08-11-2025 12:44,1
10,0.205729,08-11-2025 12:44,1
11,0.140007,08-11-2025 12:44,1
12,0.174535,08-11-2025 12:44,1
13,0.178214,08-11-2025 12:44,1
14,0.170546,08-11-2025 12:44,1
1,0.097518,08-11-2025 12:44,2
2,0.068194,08-11-2025 12:44,2
3,0.104013,08-11-2025 12:44,2
4,0.103235,08-11-2025 12:44,2
1,0.068009,08-11-2025 12:46,0
2,0.033668,08-11-2025 12:46,0
3,0.033802,08-11-2025 12:46,0
1,0.064872,08-11-2025 12:48,1
2,0.131725,08-11-2025 12:48,1
3,0.12626,08-11-2025 12:48,1
4,0.032833,08-11-2025 12:48,1
5,0.134584,08-11-2025 12:48,1
6,0.098795,08-11-2025 12:48,1
7,0.033389,08-11-2025 12:48,1
8,0.033157,08-11-2025 12:48,1
9,0.132974,08-11-2025 12:48,1
10,0.032374,08-11-2025 12:48,1
11,0.09851,08-11-2025 12:48,1
12,0.099073,08-11-2025 12:48,1
13,0.03421,08-11-2025 12:48,1
14,0.070194,08-11-2025 12:48,1
15,0.138992,08-11-2025 12:48,1
16,0.065241,08-11-2025 12:48,1
17,0.033611,08-11-2025 12:48,1
18,0.066666,08-11-2025 12:48,1
1,0.267771,08-11-2025 12:47,1
2,0.235071,08-11-2025 12:47,1
3,0.201481,08-11-2025 12:47,1
4,0.235962,08-11-2025 12:47,1
5,0.201924,08-11-2025 12:47,1
6,0.202294,08-11-2025 12:48,1
7,0.204228,08-11-2025 12:48,1
8,0.244794,08-11-2025 12:48,1
9,0.18999,08-11-2025 12:48,1
10,0.200912,08-11-2025 12:48,1
11,0.196673,08-11-2025 12:48,1
12,0.198549,08-11-2025 12:48,1
13,0.20172,08-11-2025 12:48,1
14,0.203798,08-11-2025 12:48,1
15,0.235556,08-11-2025 12:48,1
1,0.236323,08-11-2025 12:47,2
2,0.169527,08-11-2025 12:47,2
3,0.201561,08-11-2025 12:47,2
4,0.267759,08-11-2025 12:47,2
5,0.238488,08-11-2025 12:47,2
6,0.3072,08-11-2025 12:47,2
7,0.244161,08-11-2025 12:47,2
8,0.269626,08-11-2025 12:47,2
9,0.284199,08-11-2025 12:47,2
10,0.333167,08-11-2025 12:47,2
11,0.307932,08-11-2025 12:47,2
12,0.26571,08-11-2025 12:47,2
13,0.334486,08-11-2025 12:47,2
14,0.304407,08-11-2025 12:47,2
1,0.163831,08-11-2025 12:46,1
2,0.250778,08-11-2025 12:46,1
3,0.207783,08-11-2025 12:46,1
4,0.205108,08-11-2025 12:46,1
5,0.201963,08-11-2025 12:46,1
6,0.170619,08-11-2025 12:46,1
7,0.17314,08-11-2025 12:46,1
8,0.20824,08-11-2025 12:46,1
9,0.253478,08-11-2025 12:46,1
10,0.207236,08-11-2025 12:46,1
11,0.176376,08-11-2025 12:47,1
12,0.217341,08-11-2025 12:47,1
13,0.188813,08-11-2025 12:47,1
14,0.172176,08-11-2025 12:47,1
15,0.136112,08-11-2025 12:47,1
1,0.236878,08-11-2025 12:48,1
2,0.262007,08-11-2025 12:48,1
3,0.239819,08-11-2025 12:48,1
4,0.228651,08-11-2025 12:48,1
5,0.223362,08-11-2025 12:48,1
6,0.231123,08-11-2025 12:48,1
7,0.226542,08-11-2025 12:48,1
8,0.245762,08-11-2025 12:48,1
9,0.224806,08-11-2025 12:48,1
10,0.224699,08-11-2025 12:48,1
11,0.193257,08-11-2025 12:48,1
12,0.262211,08-11-2025 12:48,1
13,0.196538,08-11-2025 12:48,1
14,0.231559,08-11-2025 12:48,1
1,0.297043,08-11-2025 12:49,2
2,0.239594,08-11-2025 12:49,2
3,0.232233,08-11-2025 12:49,2
4,0.195841,08-11-2025 12:49,2
5,0.164241,08-11-2025 12:49,2
6,0.24117,08-11-2025 12:49,2
7,0.20175,08-11-2025 12:49,2
8,0.196587,08-11-2025 12:49,2
9,0.210906,08-11-2025 12:49,2
10,0.132544,08-11-2025 12:49,2
11,0.168845,08-11-2025 12:49,2
12,0.195559,08-11-2025 12:49,2
13,0.234833,08-11-2025 12:49,2
14,0.2067,08-11-2025 12:49,2
